Order Date,Segment,Country,State,Category,Sub-Category,Sales
10/6/2018,Consumer,United States,Washington,Technology,Phones,88.776
10/6/2018,Consumer,United States,Washington,Office Supplies,Labels,11.56
10/6/2018,Consumer,United States,Washington,Office Supplies,Storage,15.58
10/9/2018,Corporate,United States,Ohio,Office Supplies,Paper,85.056
8/4/2018,Corporate,United States,Michigan,Furniture,Furnishings,273.96
8/4/2018,Corporate,United States,Michigan,Furniture,Furnishings,306.9
24/10/2016,Corporate,United States,Texas,Office Supplies,Paper,15.552
24/10/2016,Corporate,United States,Texas,Furniture,Tables,347.361
24/10/2016,Corporate,United States,Texas,Office Supplies,Paper,10.368
27/05/2018,Corporate,United States,Washington,Technology,Accessories,98.16
27/05/2018,Corporate,United States,Washington,Office Supplies,Art,31.44
5/12/2015,Corporate,United States,Pennsylvania,Office Supplies,Envelopes,348.488
5/12/2015,Corporate,United States,Pennsylvania,Office Supplies,Storage,172.736
14/08/2017,Consumer,United States,California,Office Supplies,Paper,15.54
14/08/2017,Consumer,United States,California,Technology,Machines,105.552
5/9/2017,Corporate,United States,Texas,Office Supplies,Paper,25.92
5/9/2017,Corporate,United States,Texas,Office Supplies,Fasteners,15.808
5/9/2017,Corporate,United States,Texas,Office Supplies,Paper,10.368
26/06/2018,Consumer,United States,Pennsylvania,Technology,Phones,358.2
26/06/2018,Consumer,United States,Pennsylvania,Technology,Phones,545.916
12/3/2018,Consumer,United States,Arkansas,Office Supplies,Binders,40.41
18/02/2018,Corporate,United States,California,Technology,Phones,167.976
18/02/2018,Corporate,United States,California,Technology,Accessories,109.53
18/02/2018,Corporate,United States,California,Office Supplies,Labels,9.82
10/11/2018,Corporate,United States,Washington,Office Supplies,Binders,26.352
19/11/2015,Corporate,United States,Delaware,Office Supplies,Labels,22.5
19/11/2015,Corporate,United States,Delaware,Office Supplies,Labels,9.96
19/11/2015,Corporate,United States,Delaware,Office Supplies,Binders,213.08
19/11/2015,Corporate,United States,Delaware,Furniture,Bookcases,1025.88
18/11/2015,Corporate,United States,Utah,Office Supplies,Paper,21.98
24/09/2017,Corporate,United States,California,Furniture,Furnishings,63.2
20/11/2017,Corporate,United States,California,Office Supplies,Appliances,39
27/09/2017,Corporate,United States,Ohio,Office Supplies,Binders,2.907
9/4/2017,Consumer,United States,California,Furniture,Bookcases,556.665
21/09/2018,Consumer,United States,Washington,Technology,Accessories,71.98
21/09/2018,Consumer,United States,Washington,Technology,Accessories,79.98
24/08/2018,Corporate,United States,New York,Office Supplies,Binders,24.672
24/08/2018,Corporate,United States,New York,Office Supplies,Binders,3.744
22/02/2017,Consumer,United States,California,Technology,Phones,445.96
22/02/2017,Consumer,United States,California,Technology,Accessories,36.24
22/02/2017,Consumer,United States,California,Office Supplies,Fasteners,10.65
8/12/2018,Corporate,United States,California,Office Supplies,Paper,87.92
8/12/2018,Corporate,United States,California,Office Supplies,Binders,22.424
8/12/2018,Corporate,United States,California,Office Supplies,Binders,90.48
8/12/2018,Corporate,United States,California,Office Supplies,Storage,42.76
18/09/2018,Consumer,United States,New Mexico,Office Supplies,Binders,10.08
18/09/2018,Consumer,United States,New Mexico,Technology,Accessories,101.34
11/9/2017,Consumer,United States,Kansas,Technology,Phones,224.75
23/09/2018,Consumer,United States,Illinois,Office Supplies,Appliances,73.176
23/09/2018,Consumer,United States,Illinois,Office Supplies,Paper,20.736
23/09/2018,Consumer,United States,Illinois,Technology,Phones,39.984
6/10/2015,Corporate,United States,Nebraska,Office Supplies,Binders,15.36
23/10/2016,Consumer,United States,Texas,Office Supplies,Paper,36.288
23/10/2016,Consumer,United States,Texas,Technology,Phones,150.384
31/03/2017,Consumer,United States,Pennsylvania,Technology,Phones,280.782
31/03/2017,Consumer,United States,Pennsylvania,Technology,Accessories,31.984
29/12/2017,Consumer,United States,California,Office Supplies,Binders,11.232
3/11/2018,Corporate,United States,Kentucky,Office Supplies,Paper,26.4
20/01/2018,Consumer,United States,Connecticut,Office Supplies,Art,3.52
3/12/2017,Consumer,United States,California,Technology,Accessories,1649.95
3/12/2017,Consumer,United States,California,Furniture,Furnishings,111.9
14/06/2017,Home Office,United States,California,Furniture,Bookcases,599.165
2/9/2017,Home Office,United States,California,Office Supplies,Storage,46.53
5/9/2015,Consumer,United States,Florida,Furniture,Furnishings,31.984
21/10/2018,Home Office,United States,Ohio,Office Supplies,Appliances,161.568
21/10/2018,Home Office,United States,Ohio,Office Supplies,Paper,4.064
21/10/2018,Home Office,United States,Ohio,Office Supplies,Binders,6.216
25/04/2018,Consumer,United States,Arizona,Office Supplies,Art,8.896
19/10/2016,Home Office,United States,California,Office Supplies,Appliances,1640.7
19/10/2016,Home Office,United States,California,Technology,Accessories,270
5/7/2015,Corporate,United States,Florida,Furniture,Furnishings,19.52
5/7/2015,Corporate,United States,Florida,Office Supplies,Binders,9.81
5/7/2015,Corporate,United States,Florida,Furniture,Furnishings,213.216
4/4/2017,Consumer,United States,New York,Office Supplies,Binders,588.784
13/11/2018,Consumer,United States,Florida,Office Supplies,Art,2.064
9/9/2018,Consumer,United States,Arizona,Office Supplies,Paper,6.368
17/04/2016,Consumer,United States,New York,Technology,Accessories,99.6
17/04/2016,Consumer,United States,New York,Office Supplies,Binders,62.296
17/04/2016,Consumer,United States,New York,Office Supplies,Art,10.71
25/07/2017,Home Office,United States,Texas,Office Supplies,Envelopes,20.936
26/08/2017,Corporate,United States,New York,Technology,Phones,33
26/08/2017,Corporate,United States,New York,Technology,Accessories,249.95
12/9/2015,Home Office,United States,Kansas,Office Supplies,Supplies,357.93
12/9/2015,Home Office,United States,Kansas,Technology,Accessories,57.4
12/9/2015,Home Office,United States,Kansas,Office Supplies,Binders,331.96
12/9/2015,Home Office,United States,Kansas,Furniture,Furnishings,40.56
22/07/2017,Home Office,United States,Nevada,Office Supplies,Supplies,86.2
19/05/2018,Corporate,United States,Illinois,Office Supplies,Paper,38.016
28/04/2018,Corporate,United States,Pennsylvania,Office Supplies,Storage,8.384
28/04/2018,Corporate,United States,Pennsylvania,Office Supplies,Art,6.848
29/12/2018,Consumer,United States,Washington,Office Supplies,Fasteners,19.6
29/12/2018,Consumer,United States,Washington,Furniture,Furnishings,68.46
4/9/2018,Consumer,United States,California,Office Supplies,Binders,13.344
4/9/2018,Consumer,United States,California,Furniture,Tables,1478.272
21/03/2015,Corporate,United States,North Carolina,Office Supplies,Storage,16.272
28/09/2018,Consumer,United States,California,Furniture,Furnishings,9.24
19/01/2015,Consumer,United States,Arizona,Office Supplies,Binders,32.34
19/01/2015,Consumer,United States,Arizona,Office Supplies,Paper,56.064
19/01/2015,Consumer,United States,Arizona,Office Supplies,Envelopes,108.72
19/01/2015,Consumer,United States,Arizona,Furniture,Bookcases,181.47
14/02/2015,Consumer,United States,Texas,Office Supplies,Paper,16.176
9/6/2017,Consumer,United States,California,Furniture,Chairs,122.352
26/09/2015,Home Office,United States,California,Furniture,Chairs,585.552
26/09/2015,Home Office,United States,California,Office Supplies,Paper,19.44
30/05/2017,Consumer,United States,Ohio,Office Supplies,Appliances,123.92
19/12/2018,Consumer,United States,Colorado,Furniture,Furnishings,13.36
19/12/2018,Consumer,United States,Colorado,Office Supplies,Storage,78.256
19/12/2018,Consumer,United States,Colorado,Furniture,Bookcases,102.018
26/12/2018,Corporate,United States,Nebraska,Office Supplies,Storage,750.68
15/06/2018,Home Office,United States,Minnesota,Office Supplies,Labels,44.4
15/06/2018,Home Office,United States,Minnesota,Office Supplies,Storage,84.55
15/06/2018,Home Office,United States,Minnesota,Office Supplies,Paper,17.94
20/11/2017,Consumer,United States,Delaware,Office Supplies,Binders,128.4
31/03/2015,Corporate,United States,Florida,Office Supplies,Binders,1.869
8/10/2018,Corporate,United States,California,Technology,Phones,103.192
8/10/2018,Corporate,United States,California,Technology,Accessories,36
8/10/2018,Corporate,United States,California,Technology,Accessories,239.96
8/10/2018,Corporate,United States,California,Office Supplies,Storage,40.68
30/01/2018,Consumer,United States,Florida,Furniture,Chairs,419.136
12/12/2015,Consumer,United States,Florida,Office Supplies,Envelopes,23.472
24/10/2016,Home Office,United States,Texas,Office Supplies,Binders,3.592
1/4/2018,Corporate,United States,Florida,Technology,Phones,23.976
1/4/2018,Corporate,United States,Florida,Office Supplies,Labels,6.264
1/4/2018,Corporate,United States,Florida,Office Supplies,Appliances,20.808
1/4/2018,Corporate,United States,Florida,Furniture,Chairs,218.352
26/01/2018,Consumer,United States,Texas,Office Supplies,Storage,18.16
28/11/2015,Home Office,United States,California,Office Supplies,Supplies,7.36
28/11/2015,Home Office,United States,California,Office Supplies,Labels,41.4
28/11/2015,Home Office,United States,California,Furniture,Bookcases,411.332
4/9/2016,Corporate,United States,Pennsylvania,Office Supplies,Binders,7.656
12/6/2018,Consumer,United States,Ohio,Technology,Accessories,63.92
15/07/2018,Consumer,United States,New York,Office Supplies,Art,6.56
15/07/2018,Consumer,United States,New York,Office Supplies,Labels,7.83
15/07/2018,Consumer,United States,New York,Technology,Accessories,41.9
15/07/2018,Consumer,United States,New York,Furniture,Chairs,664.146
15/07/2018,Consumer,United States,New York,Office Supplies,Paper,8.96
2/11/2018,Corporate,United States,Pennsylvania,Furniture,Furnishings,3.312
2/11/2018,Corporate,United States,Pennsylvania,Office Supplies,Appliances,20.136
2/11/2018,Corporate,United States,Pennsylvania,Office Supplies,Envelopes,8.856
2/11/2018,Corporate,United States,Pennsylvania,Technology,Phones,859.2
8/10/2017,Consumer,United States,California,Office Supplies,Paper,61.96
8/4/2017,Consumer,United States,Georgia,Office Supplies,Envelopes,17.92
8/10/2016,Consumer,United States,California,Furniture,Furnishings,145.9
15/05/2018,Consumer,United States,Illinois,Office Supplies,Paper,56.704
15/05/2018,Consumer,United States,Illinois,Technology,Phones,11.12
24/02/2015,Consumer,United States,Oregon,Office Supplies,Paper,32.896
24/02/2015,Consumer,United States,Oregon,Office Supplies,Paper,22.776
30/05/2016,Consumer,United States,New York,Technology,Phones,239.97
30/05/2016,Consumer,United States,New York,Office Supplies,Appliances,160.32
30/05/2016,Consumer,United States,New York,Technology,Phones,128.85
18/11/2017,Corporate,United States,Alabama,Technology,Accessories,1319.96
4/12/2018,Corporate,United States,Pennsylvania,Furniture,Chairs,239.96
4/12/2018,Corporate,United States,Pennsylvania,Furniture,Furnishings,54.768
4/12/2018,Corporate,United States,Pennsylvania,Office Supplies,Art,13.392
4/12/2018,Corporate,United States,Pennsylvania,Office Supplies,Paper,23.92
4/12/2018,Corporate,United States,Pennsylvania,Technology,Accessories,255.968
5/6/2017,Consumer,United States,California,Office Supplies,Binders,21.552
5/6/2017,Consumer,United States,California,Office Supplies,Appliances,58.24
10/12/2017,Home Office,United States,California,Office Supplies,Paper,80.28
30/04/2018,Corporate,United States,California,Office Supplies,Art,9.78
24/04/2018,Home Office,United States,California,Office Supplies,Fasteners,1.81
8/5/2016,Home Office,United States,New York,Office Supplies,Paper,37.94
31/03/2016,Corporate,United States,Florida,Technology,Phones,79.96
6/8/2018,Corporate,United States,Texas,Office Supplies,Paper,115.296
2/12/2018,Consumer,United States,Nebraska,Technology,Phones,2479.96
6/6/2017,Consumer,United States,Arkansas,Technology,Accessories,179.94
6/6/2017,Consumer,United States,Arkansas,Technology,Accessories,26.85
6/6/2017,Consumer,United States,Arkansas,Technology,Accessories,323.37
6/6/2017,Consumer,United States,Arkansas,Office Supplies,Paper,59.94
6/6/2017,Consumer,United States,Arkansas,Office Supplies,Binders,64.14
6/6/2017,Consumer,United States,Arkansas,Office Supplies,Binders,11.67
6/6/2017,Consumer,United States,Arkansas,Office Supplies,Paper,12.96
13/04/2016,Consumer,United States,Nebraska,Office Supplies,Binders,17.43
22/05/2018,Consumer,United States,Illinois,Furniture,Chairs,181.986
22/05/2018,Consumer,United States,Illinois,Office Supplies,Binders,1.592
22/05/2018,Consumer,United States,Illinois,Office Supplies,Supplies,22.344
19/12/2017,Corporate,United States,Arizona,Furniture,Tables,455.97
19/12/2017,Corporate,United States,Arizona,Office Supplies,Binders,10.44
19/12/2017,Corporate,United States,Arizona,Office Supplies,Binders,5.214
22/09/2018,Home Office,United States,New Hampshire,Office Supplies,Storage,67.4
7/9/2018,Consumer,United States,Utah,Furniture,Furnishings,25.16
7/9/2018,Consumer,United States,Utah,Technology,Phones,126.56
28/11/2015,Consumer,United States,California,Office Supplies,Appliances,43.68
28/11/2015,Consumer,United States,California,Technology,Accessories,139.93
12/11/2015,Corporate,United States,Texas,Office Supplies,Art,2.672
12/11/2015,Corporate,United States,Texas,Office Supplies,Supplies,16.656
12/11/2015,Corporate,United States,Texas,Technology,Accessories,79.512
12/11/2015,Corporate,United States,Texas,Office Supplies,Paper,36.288
12/11/2015,Corporate,United States,Texas,Furniture,Bookcases,67.9932
2/10/2018,Corporate,United States,Alabama,Furniture,Furnishings,10.16
14/12/2016,Corporate,United States,Mississippi,Furniture,Furnishings,6.16
14/12/2016,Corporate,United States,Mississippi,Office Supplies,Art,56.3
6/12/2016,Consumer,United States,Nevada,Office Supplies,Paper,6.48
6/12/2016,Consumer,United States,Nevada,Office Supplies,Storage,1325.85
6/12/2016,Consumer,United States,Nevada,Office Supplies,Labels,14.94
31/03/2018,Corporate,United States,Georgia,Office Supplies,Binders,34.54
31/03/2018,Corporate,United States,Georgia,Technology,Copiers,2999.95
31/03/2018,Corporate,United States,Georgia,Office Supplies,Binders,64.12
13/03/2018,Home Office,United States,Illinois,Office Supplies,Art,19.456
13/03/2018,Home Office,United States,Illinois,Technology,Machines,209.986
13/03/2018,Home Office,United States,Illinois,Office Supplies,Art,29.76
13/03/2018,Home Office,United States,Illinois,Furniture,Chairs,89.768
13/03/2018,Home Office,United States,Illinois,Technology,Copiers,959.984
13/03/2018,Home Office,United States,Illinois,Office Supplies,Paper,15.552
13/03/2018,Home Office,United States,Illinois,Technology,Phones,34.36
5/12/2015,Corporate,United States,Ohio,Office Supplies,Paper,98.376
5/12/2015,Corporate,United States,Ohio,Office Supplies,Binders,29.94
5/12/2015,Corporate,United States,Ohio,Office Supplies,Paper,17.472
5/12/2015,Corporate,United States,Ohio,Technology,Phones,36.738
5/12/2015,Corporate,United States,Ohio,Technology,Phones,179.94
12/12/2017,Consumer,United States,California,Furniture,Furnishings,383.64
12/12/2017,Consumer,United States,California,Office Supplies,Appliances,56.52
9/9/2018,Consumer,United States,California,Office Supplies,Art,6.56
9/9/2018,Consumer,United States,California,Furniture,Chairs,243.92
9/9/2018,Consumer,United States,California,Office Supplies,Paper,47.52
4/10/2018,Home Office,United States,Maryland,Furniture,Furnishings,19.98
9/5/2017,Home Office,United States,New York,Office Supplies,Art,8
15/12/2015,Consumer,United States,California,Furniture,Furnishings,6.16
30/11/2018,Home Office,United States,New York,Office Supplies,Storage,83.56
30/11/2018,Home Office,United States,New York,Technology,Phones,546.06
30/11/2018,Home Office,United States,New York,Office Supplies,Storage,269.49
19/03/2016,Consumer,United States,California,Office Supplies,Fasteners,10.9
19/07/2015,Home Office,United States,Montana,Office Supplies,Binders,6.096
8/12/2017,Consumer,United States,California,Office Supplies,Storage,34.05
8/12/2017,Consumer,United States,California,Office Supplies,Storage,352.38
13/10/2015,Corporate,United States,New Jersey,Furniture,Chairs,245.98
13/10/2015,Corporate,United States,New Jersey,Office Supplies,Binders,18.94
19/11/2018,Consumer,United States,Ohio,Office Supplies,Binders,59.913
24/09/2018,Corporate,United States,Massachusetts,Technology,Phones,391.98
24/09/2018,Corporate,United States,Massachusetts,Technology,Phones,437.85
25/09/2016,Consumer,United States,New Hampshire,Office Supplies,Binders,68.62
13/02/2018,Consumer,United States,Maryland,Office Supplies,Supplies,25.02
13/02/2018,Consumer,United States,Maryland,Office Supplies,Art,10.71
3/10/2015,Consumer,United States,Ohio,Office Supplies,Art,55.984
3/10/2015,Consumer,United States,Ohio,Office Supplies,Envelopes,14.48
3/10/2015,Consumer,United States,Ohio,Technology,Accessories,142.488
27/08/2017,Corporate,United States,Texas,Office Supplies,Storage,14.16
27/08/2017,Corporate,United States,Texas,Office Supplies,Paper,79.92
3/12/2016,Corporate,United States,New York,Office Supplies,Binders,590.352
20/09/2017,Corporate,United States,North Carolina,Furniture,Furnishings,17.088
20/09/2017,Corporate,United States,North Carolina,Furniture,Chairs,98.392
25/03/2018,Consumer,United States,New York,Office Supplies,Art,11.05
6/12/2016,Consumer,United States,California,Office Supplies,Appliances,7.78
31/08/2018,Consumer,United States,Louisiana,Technology,Accessories,659.9
5/10/2016,Consumer,United States,Ohio,Technology,Accessories,53.04
18/08/2018,Corporate,United States,Washington,Technology,Accessories,843.9
18/08/2018,Corporate,United States,Washington,Technology,Accessories,1496.16
2/2/2017,Consumer,United States,New York,Office Supplies,Storage,117.96
23/08/2017,Corporate,United States,New York,Office Supplies,Art,21.3
23/08/2017,Corporate,United States,New York,Office Supplies,Appliances,1040.8
23/08/2017,Corporate,United States,New York,Office Supplies,Art,29.34
30/06/2018,Corporate,United States,Tennessee,Furniture,Furnishings,19.52
18/09/2016,Consumer,United States,California,Office Supplies,Storage,443.92
25/09/2017,Corporate,United States,Wisconsin,Technology,Accessories,499.95
25/09/2017,Corporate,United States,Wisconsin,Office Supplies,Art,3.04
25/09/2017,Corporate,United States,Wisconsin,Furniture,Chairs,201.96
25/09/2017,Corporate,United States,Wisconsin,Furniture,Furnishings,68.64
24/10/2017,Corporate,United States,California,Technology,Accessories,100
24/10/2017,Corporate,United States,California,Technology,Accessories,359.98
29/09/2015,Home Office,United States,Washington,Furniture,Furnishings,6.16
29/09/2015,Home Office,United States,Washington,Furniture,Tables,2348.82
26/06/2018,Corporate,United States,Florida,Office Supplies,Labels,13.872
26/06/2018,Corporate,United States,Florida,Furniture,Chairs,273.552
21/08/2017,Home Office,United States,Pennsylvania,Furniture,Tables,815.292
11/2/2015,Consumer,United States,Virginia,Technology,Accessories,234.45
11/2/2015,Consumer,United States,Virginia,Furniture,Tables,1256.22
11/2/2015,Consumer,United States,Virginia,Office Supplies,Binders,17.46
23/09/2017,Home Office,United States,New York,Office Supplies,Binders,10.528
5/12/2016,Home Office,United States,Michigan,Office Supplies,Binders,152.8
3/9/2018,Home Office,United States,California,Office Supplies,Binders,82.56
3/9/2018,Home Office,United States,California,Technology,Accessories,284.97
26/03/2018,Corporate,United States,Michigan,Furniture,Furnishings,60.84
21/12/2015,Consumer,United States,California,Furniture,Chairs,1325.76
21/12/2015,Consumer,United States,California,Furniture,Chairs,572.16
23/09/2015,Home Office,United States,Ohio,Office Supplies,Paper,28.8
2/4/2018,Home Office,United States,Connecticut,Office Supplies,Art,11.12
1/4/2017,Home Office,United States,Georgia,Furniture,Furnishings,7.04
15/05/2016,Corporate,United States,Georgia,Office Supplies,Envelopes,17.94
23/03/2018,Home Office,United States,Washington,Office Supplies,Binders,34.76
14/04/2018,Corporate,United States,New Jersey,Furniture,Furnishings,74.45
4/1/2016,Corporate,United States,Virginia,Furniture,Furnishings,192.22
2/11/2018,Consumer,United States,Utah,Office Supplies,Paper,19.44
17/07/2018,Corporate,United States,California,Office Supplies,Paper,32.4
17/07/2018,Corporate,United States,California,Office Supplies,Envelopes,57.9
17/07/2018,Corporate,United States,California,Office Supplies,Storage,10.56
17/07/2018,Corporate,United States,California,Furniture,Bookcases,1194.165
6/10/2018,Corporate,United States,New York,Office Supplies,Paper,40.99
4/11/2015,Corporate,United States,California,Office Supplies,Art,2.94
18/12/2017,Home Office,United States,Oregon,Office Supplies,Binders,45.24
18/12/2017,Home Office,United States,Oregon,Office Supplies,Art,18.688
18/12/2017,Home Office,United States,Oregon,Office Supplies,Paper,11.648
18/12/2017,Home Office,United States,Oregon,Technology,Accessories,112.776
18/12/2017,Home Office,United States,Oregon,Furniture,Tables,377.45
18/12/2017,Home Office,United States,Oregon,Office Supplies,Labels,15.936
18/12/2017,Home Office,United States,Oregon,Technology,Phones,28.68
24/09/2017,Home Office,United States,Colorado,Furniture,Furnishings,21.44
24/09/2017,Home Office,United States,Colorado,Office Supplies,Storage,511.056
21/07/2017,Corporate,United States,Ohio,Office Supplies,Art,18.656
21/07/2017,Corporate,United States,Ohio,Office Supplies,Binders,11.088
21/07/2017,Corporate,United States,Ohio,Office Supplies,Storage,66.688
21/07/2017,Corporate,United States,Ohio,Office Supplies,Storage,99.488
11/6/2017,Consumer,United States,Washington,Office Supplies,Labels,14.62
11/6/2017,Consumer,United States,Washington,Office Supplies,Binders,53.984
11/6/2017,Consumer,United States,Washington,Technology,Accessories,389.97
9/6/2016,Consumer,United States,Idaho,Furniture,Furnishings,355.36
9/6/2016,Consumer,United States,Idaho,Technology,Phones,140.376
27/10/2018,Corporate,United States,Texas,Office Supplies,Envelopes,15.84
27/10/2018,Corporate,United States,Texas,Office Supplies,Paper,8.448
22/01/2017,Consumer,United States,Washington,Office Supplies,Paper,12.96
28/05/2015,Corporate,United States,Washington,Technology,Phones,57.408
28/05/2015,Corporate,United States,Washington,Technology,Accessories,27.6
29/12/2015,Consumer,United States,Illinois,Furniture,Furnishings,38.976
28/07/2017,Home Office,United States,Michigan,Office Supplies,Fasteners,20.44
28/07/2017,Home Office,United States,Michigan,Office Supplies,Paper,109.92
24/09/2017,Consumer,United States,Oklahoma,Office Supplies,Binders,6.38
24/09/2017,Consumer,United States,Oklahoma,Office Supplies,Paper,6.48
2/4/2015,Consumer,United States,Georgia,Office Supplies,Paper,15.84
2/4/2015,Consumer,United States,Georgia,Technology,Phones,1049.93
2/4/2015,Consumer,United States,Georgia,Office Supplies,Appliances,154.9
5/11/2016,Consumer,United States,Washington,Office Supplies,Binders,98.352
28/07/2015,Consumer,United States,Florida,Office Supplies,Fasteners,14.32
28/07/2015,Consumer,United States,Florida,Furniture,Furnishings,129.888
28/07/2015,Consumer,United States,Florida,Office Supplies,Envelopes,48.944
26/12/2016,Home Office,United States,Texas,Furniture,Chairs,275.058
10/12/2016,Corporate,United States,Maryland,Office Supplies,Art,27.36
10/12/2016,Corporate,United States,Maryland,Office Supplies,Paper,44.75
10/12/2016,Corporate,United States,Maryland,Technology,Phones,134.99
10/12/2016,Corporate,United States,Maryland,Office Supplies,Paper,26.4
10/12/2016,Corporate,United States,Maryland,Furniture,Chairs,542.94
5/5/2017,Consumer,United States,California,Furniture,Tables,71.088
14/10/2018,Home Office,United States,Illinois,Office Supplies,Binders,27.396
14/10/2018,Home Office,United States,Illinois,Office Supplies,Binders,13.456
5/11/2017,Consumer,United States,Texas,Office Supplies,Labels,11.84
3/11/2018,Consumer,United States,California,Office Supplies,Paper,35.88
24/11/2017,Home Office,United States,Ohio,Office Supplies,Envelopes,40.752
24/11/2017,Home Office,United States,Ohio,Technology,Accessories,139.96
14/12/2015,Consumer,United States,Ohio,Office Supplies,Art,2.624
14/12/2015,Consumer,United States,Ohio,Furniture,Tables,136.53
14/12/2015,Consumer,United States,Ohio,Technology,Accessories,263.96
3/11/2015,Consumer,United States,Connecticut,Office Supplies,Supplies,11.64
22/09/2018,Corporate,United States,New York,Office Supplies,Binders,40.176
8/5/2016,Consumer,United States,New York,Furniture,Furnishings,79.44
8/5/2016,Consumer,United States,New York,Office Supplies,Supplies,357.93
8/5/2016,Consumer,United States,New York,Furniture,Chairs,127.764
8/5/2016,Consumer,United States,New York,Technology,Copiers,2799.944
8/5/2016,Consumer,United States,New York,Office Supplies,Paper,19.44
31/07/2018,Consumer,United States,Illinois,Technology,Phones,36.792
1/3/2015,Home Office,United States,New York,Technology,Phones,5.94
25/09/2018,Consumer,United States,Virginia,Office Supplies,Storage,177.55
9/10/2016,Corporate,United States,Michigan,Technology,Accessories,619.95
9/10/2016,Corporate,United States,Michigan,Technology,Phones,29.16
9/10/2016,Corporate,United States,Michigan,Office Supplies,Envelopes,57.96
9/10/2016,Corporate,United States,Michigan,Office Supplies,Appliances,29.403
29/03/2018,Consumer,United States,Indiana,Office Supplies,Storage,81.4
14/11/2016,Corporate,United States,Oregon,Office Supplies,Fasteners,8.72
14/11/2016,Corporate,United States,Oregon,Technology,Accessories,91.176
14/11/2016,Corporate,United States,Oregon,Technology,Accessories,159.968
26/09/2017,Corporate,United States,California,Office Supplies,Paper,12.96
22/09/2015,Corporate,United States,Illinois,Office Supplies,Storage,331.536
25/09/2016,Corporate,United States,New York,Technology,Accessories,899.91
4/5/2016,Corporate,United States,Texas,Technology,Phones,946.344
8/12/2018,Consumer,United States,Wisconsin,Technology,Accessories,178.11
8/12/2018,Consumer,United States,Wisconsin,Office Supplies,Appliances,1089.75
8/12/2018,Consumer,United States,Wisconsin,Office Supplies,Labels,61.06
8/12/2018,Consumer,United States,Wisconsin,Furniture,Bookcases,459.92
8/12/2018,Consumer,United States,Wisconsin,Office Supplies,Paper,27.52
29/06/2018,Corporate,United States,Connecticut,Furniture,Bookcases,638.82
29/06/2018,Corporate,United States,Connecticut,Office Supplies,Supplies,30.69
29/06/2018,Corporate,United States,Connecticut,Furniture,Furnishings,25.16
29/06/2015,Consumer,United States,New York,Office Supplies,Binders,13.92
20/01/2015,Consumer,United States,California,Office Supplies,Paper,19.36
20/01/2015,Consumer,United States,California,Furniture,Furnishings,19.3
31/12/2017,Consumer,United States,California,Office Supplies,Binders,38.376
28/03/2018,Corporate,United States,California,Office Supplies,Paper,12.96
28/03/2018,Corporate,United States,California,Furniture,Furnishings,26.48
28/03/2018,Corporate,United States,California,Technology,Machines,532.72
28/03/2018,Corporate,United States,California,Office Supplies,Paper,26.72
28/03/2018,Corporate,United States,California,Office Supplies,Paper,20.04
28/03/2018,Corporate,United States,California,Office Supplies,Storage,795.48
28/03/2018,Corporate,United States,California,Furniture,Furnishings,21.56
8/12/2017,Consumer,United States,North Carolina,Technology,Phones,249.584
8/12/2017,Consumer,United States,North Carolina,Technology,Accessories,68.112
8/12/2017,Consumer,United States,North Carolina,Technology,Accessories,16.56
18/11/2018,Consumer,United States,New York,Technology,Phones,74.95
30/05/2015,Consumer,United States,Illinois,Furniture,Tables,355.455
22/01/2017,Consumer,United States,California,Office Supplies,Labels,44.4
22/01/2017,Consumer,United States,California,Office Supplies,Labels,20.65
3/2/2017,Consumer,United States,Kentucky,Furniture,Chairs,866.4
29/03/2016,Consumer,United States,Virginia,Office Supplies,Art,5.56
14/10/2015,Consumer,United States,Texas,Office Supplies,Appliances,3.16
14/10/2015,Consumer,United States,Texas,Technology,Copiers,1999.96
11/8/2016,Consumer,United States,North Carolina,Furniture,Furnishings,46.152
22/11/2016,Consumer,United States,Florida,Technology,Machines,32.985
30/12/2017,Home Office,United States,California,Office Supplies,Storage,481.32
30/12/2017,Home Office,United States,California,Office Supplies,Binders,6.384
12/8/2018,Consumer,United States,California,Office Supplies,Appliances,542.94
12/8/2018,Consumer,United States,California,Furniture,Furnishings,54.92
3/11/2016,Corporate,United States,New York,Furniture,Chairs,1448.82
10/9/2016,Consumer,United States,Washington,Office Supplies,Storage,353.88
8/11/2015,Consumer,United States,California,Technology,Phones,333.576
8/10/2017,Home Office,United States,Texas,Office Supplies,Labels,60.144
8/9/2018,Corporate,United States,Texas,Technology,Accessories,85.2
25/02/2016,Consumer,United States,Massachusetts,Office Supplies,Labels,3.15
25/02/2016,Consumer,United States,Massachusetts,Office Supplies,Paper,22.72
24/09/2016,Corporate,United States,California,Furniture,Furnishings,14.91
24/09/2016,Corporate,United States,California,Office Supplies,Appliances,1158.12
26/11/2016,Corporate,United States,Missouri,Technology,Copiers,599.99
31/08/2017,Consumer,United States,Texas,Office Supplies,Storage,23.968
12/4/2017,Consumer,United States,California,Furniture,Chairs,638.288
12/4/2017,Consumer,United States,California,Office Supplies,Binders,13.208
4/12/2017,Consumer,United States,New York,Office Supplies,Binders,15.528
4/12/2017,Consumer,United States,California,Office Supplies,Paper,104.85
11/11/2015,Consumer,United States,California,Office Supplies,Art,30.48
11/11/2015,Consumer,United States,California,Furniture,Chairs,112.648
